# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-6867
# Selected columns: 6 (all)
# Timestamp: Tue, 08-Oct-2024 22:39:20
Gene ID	Gene Name	ARH77	Daudi	NAMALWA	Raji	Ramos	Toledo
ENSG00000125997	BPIFB9P	0.1			0.1	0.1	0.2
ENSG00000126001	CEP250	10.0	13.0	11.0	10.0	24.0	23.0
ENSG00000126003	PLAGL2	80.0	59.0	66.0	40.0	209.0	128.0
ENSG00000126005	MMP24OS	14.0	15.0	9.0	6.0	8.0	6.0
ENSG00000126010	GRPR	1.0	11.0	0.2	0.3	0.6	0.2
ENSG00000126012	KDM5C	90.0	56.0	72.0	50.0	71.0	107.0
ENSG00000126016	AMOT	0.7	2.0			0.1	5.0
ENSG00000126062	TMEM115	18.0	21.0	24.0	33.0	41.0	34.0
ENSG00000126067	PSMB2	262.0	202.0	241.0	201.0	222.0	197.0
ENSG00000126070	AGO3	5.0	4.0	5.0	5.0	11.0	10.0
ENSG00000126088	UROD	34.0	28.0	42.0	32.0	32.0	22.0
ENSG00000126091	ST3GAL3	0.6	0.5	0.6	0.5	0.6	0.5
ENSG00000126106	TMEM53	3.0	3.0	4.0	5.0	2.0	2.0
ENSG00000126107	HECTD3	28.0	18.0	29.0	24.0	21.0	21.0
ENSG00000126214	KLC1	5.0	7.0	6.0	5.0	7.0	8.0
ENSG00000126215	XRCC3	10.0	14.0	13.0	11.0	17.0	26.0
ENSG00000126216	TUBGCP3	38.0	38.0	55.0	31.0	31.0	65.0
ENSG00000126217	MCF2L	0.1		0.2			0.1
ENSG00000126218	F10			0.1		0.1	
ENSG00000126226	PCID2	34.0	24.0	48.0	29.0	33.0	42.0
ENSG00000126231	PROZ	0.5	0.5	0.3	0.3	0.9	0.4
ENSG00000126243	LRFN3	9.0	21.0	1.0		9.0	5.0
ENSG00000126246	IGFLR1	3.0	2.0	1.0	1.0	2.0	0.7
ENSG00000126247	CAPNS1	157.0	181.0	142.0	133.0	107.0	181.0
ENSG00000126249	PDCD2L	36.0	23.0	37.0	36.0	26.0	32.0
ENSG00000126254	RBM42	151.0	104.0	151.0	93.0	249.0	169.0
ENSG00000126259	KIRREL2	1.0		4.0			0.7
ENSG00000126261	UBA2	190.0	337.0	276.0	319.0	368.0	328.0
ENSG00000126264	HCST	11.0	22.0	11.0	11.0	13.0	4.0
ENSG00000126266	FFAR1	1.0	2.0	0.2	0.4	2.0	0.1
ENSG00000126267	COX6B1	495.0	447.0	485.0	438.0	546.0	469.0
ENSG00000126351	THRA	6.0	7.0	11.0	6.0	1.0	14.0
ENSG00000126353	CCR7	294.0	3.0	23.0	74.0	0.1	354.0
ENSG00000126368	NR1D1	20.0	7.0	17.0	13.0	7.0	17.0
ENSG00000126391	FRMD8	51.0	42.0	47.0	43.0	43.0	45.0
ENSG00000126432	PRDX5	464.0	543.0	415.0	442.0	405.0	387.0
ENSG00000126453	BCL2L12	80.0	66.0	68.0	51.0	50.0	56.0
ENSG00000126456	IRF3	41.0	40.0	43.0	42.0	61.0	35.0
ENSG00000126457	PRMT1	293.0	187.0	252.0	298.0	192.0	278.0
ENSG00000126458	RRAS	12.0	16.0	16.0	8.0	17.0	7.0
ENSG00000126460	PRRG2	1.0	2.0	0.9	2.0	1.0	0.8
ENSG00000126461	SCAF1	109.0	95.0	124.0	81.0	106.0	122.0
ENSG00000126464	PRR12	31.0	41.0	37.0	36.0	40.0	55.0
ENSG00000126467	TSKS		0.1				0.2
ENSG00000126500	FLRT1	0.1	0.2	0.2	0.1	0.3	0.1
ENSG00000126522	ASL	14.0	11.0	25.0	11.0	8.0	15.0
ENSG00000126524	SBDS	121.0	55.0	157.0	120.0	261.0	150.0
ENSG00000126561	STAT5A	18.0		4.0	0.4	2.0	8.0
ENSG00000126562	WNK4	0.4	0.6	0.2	0.2	0.4	0.1
ENSG00000126581	BECN1	25.0	25.0	21.0	23.0	32.0	31.0
ENSG00000126583	PRKCG		0.3	13.0			
ENSG00000126602	TRAP1	115.0	135.0	128.0	99.0	46.0	99.0
ENSG00000126603	GLIS2	4.0	0.4	2.0	0.7	1.0	0.3
ENSG00000126653	NSRP1	32.0	37.0	43.0	36.0	42.0	84.0
ENSG00000126698	DNAJC8	210.0	171.0	229.0	277.0	191.0	260.0
ENSG00000126705	AHDC1	5.0	8.0	15.0	5.0	3.0	19.0
ENSG00000126709	IFI6	219.0	168.0	26.0	15.0	8.0	8.0
ENSG00000126733	DACH2	7.0					
ENSG00000126746	ZNF384	22.0	27.0	26.0	28.0	40.0	42.0
ENSG00000126749	EMG1	45.0	42.0	44.0	42.0	33.0	40.0
ENSG00000126752	SSX1		0.3	0.3			
ENSG00000126756	UXT	120.0	183.0	127.0	143.0	227.0	255.0
ENSG00000126759	CFP	0.2	0.2	0.2	0.2	0.3	0.2
ENSG00000126767	ELK1	83.0	72.0	66.0	60.0	72.0	165.0
ENSG00000126768	TIMM17B	48.0	50.0	59.0	45.0	85.0	104.0
ENSG00000126773	PCNX4	17.0	10.0	10.0	15.0	16.0	16.0
ENSG00000126775	ATG14	10.0	5.0	5.0	7.0	9.0	13.0
ENSG00000126777	KTN1	43.0	42.0	40.0	79.0	63.0	60.0
ENSG00000126778	SIX1	0.6	0.1	2.0	8.0	2.0	0.1
ENSG00000126787	DLGAP5	169.0	127.0	70.0	92.0	71.0	126.0
ENSG00000126790	L3HYPDH	3.0	2.0	4.0	4.0	8.0	4.0
ENSG00000126803	HSPA2	3.0	5.0	6.0	1.0	3.0	0.8
ENSG00000126804	ZBTB1	43.0	36.0	26.0	39.0	50.0	49.0
ENSG00000126814	TRMT5	23.0	20.0	17.0	24.0	12.0	10.0
ENSG00000126821	SGPP1	97.0	414.0	77.0	138.0	134.0	55.0
ENSG00000126858	RHOT1	28.0	24.0	34.0	35.0	18.0	36.0
ENSG00000126860	EVI2A	35.0	26.0	26.0	24.0	59.0	5.0
ENSG00000126861	OMG	0.7	2.0	0.8	2.0	2.0	0.3
ENSG00000126870	DYNC2I1	5.0	5.0	16.0	6.0	8.0	18.0
ENSG00000126878	AIF1L	0.1	0.1	0.1	0.1	0.1	
ENSG00000126882	FAM78A	43.0	25.0	67.0	50.0	95.0	32.0
ENSG00000126883	NUP214	34.0	33.0	29.0	32.0	25.0	25.0
ENSG00000126895	AVPR2	0.1	0.8	0.7	0.6	2.0	3.0
ENSG00000126903	SLC10A3	27.0	47.0	30.0	36.0	85.0	36.0
ENSG00000126934	MAP2K2	114.0	144.0	117.0	110.0	121.0	86.0
ENSG00000126945	HNRNPH2	119.0	109.0	132.0	111.0	207.0	209.0
ENSG00000126950	TMEM35A		0.1	0.1			
ENSG00000126953	TIMM8A	20.0	18.0	22.0	17.0	18.0	40.0
ENSG00000126970	ZC4H2	8.0	8.0	12.0	5.0	8.0	40.0
ENSG00000127022	CANX	967.0	604.0	751.0	906.0	872.0	630.0
ENSG00000127054	INTS11	34.0	36.0	59.0	51.0	49.0	47.0
ENSG00000127074	RGS13	0.6	36.0	76.0	101.0	234.0	0.5
ENSG00000127080	IPPK	7.0	5.0	6.0	10.0	4.0	5.0
ENSG00000127081	ZNF484	9.0	11.0	7.0	8.0	9.0	9.0
ENSG00000127083	OMD	0.1				0.1	
ENSG00000127084	FGD3	18.0	16.0	16.0	6.0	21.0	18.0
ENSG00000127124	HIVEP3	13.0	9.0	5.0	2.0	4.0	8.0
ENSG00000127125	PPCS	34.0	26.0	27.0	30.0	41.0	26.0
ENSG00000127129	EDN2	0.1	0.2				
ENSG00000127152	BCL11B	29.0	0.1				0.6
ENSG00000127184	COX7C	396.0	322.0	336.0	295.0	261.0	321.0
ENSG00000127191	TRAF2	44.0	30.0	34.0	35.0	38.0	45.0
ENSG00000127220	ABHD8	22.0	11.0	8.0	11.0	67.0	1.0
ENSG00000127249	ATP13A4	0.3		0.3	0.1	0.1	0.3
ENSG00000127311	HELB	12.0	2.0	3.0	1.0	6.0	10.0
ENSG00000127314	RAP1B	27.0	39.0	34.0	25.0	50.0	51.0
ENSG00000127318	IL22					0.1	
ENSG00000127325	BEST3		0.6	27.0	0.5	88.0	140.0
ENSG00000127328	RAB3IP	9.0	11.0	17.0	11.0	34.0	55.0
ENSG00000127329	PTPRB	0.1	0.5	0.1		0.4	0.4
ENSG00000127334	DYRK2	20.0	68.0	39.0	41.0	38.0	62.0
ENSG00000127337	YEATS4	101.0	211.0	128.0	110.0	230.0	355.0
ENSG00000127362	TAS2R3	0.2				0.2	
ENSG00000127364	TAS2R4	0.2	0.1	0.1	0.1	0.5	0.2
ENSG00000127366	TAS2R5	0.8	0.4	0.1	0.5	2.0	0.3
ENSG00000127377	CRYGN					0.1	
ENSG00000127399	LRRC61	37.0	12.0	21.0	14.0	34.0	15.0
ENSG00000127412	TRPV5		0.1				
ENSG00000127415	IDUA	0.5	2.0	0.9	0.3	4.0	0.8
ENSG00000127418	FGFRL1	3.0	4.0	14.0	5.0	6.0	30.0
ENSG00000127419	TMEM175	6.0	7.0	7.0	6.0	9.0	8.0
ENSG00000127423	AUNIP	24.0	24.0	26.0	39.0	19.0	29.0
ENSG00000127445	PIN1	31.0	32.0	45.0	40.0	50.0	51.0
ENSG00000127452	FBXL12	28.0	23.0	30.0	18.0	42.0	25.0
ENSG00000127463	EMC1	43.0	22.0	41.0	48.0	41.0	32.0
ENSG00000127481	UBR4	32.0	23.0	29.0	42.0	37.0	19.0
ENSG00000127483	HP1BP3	99.0	131.0	127.0	168.0	162.0	231.0
ENSG00000127507	ADGRE2	7.0					
ENSG00000127511	SIN3B	19.0	23.0	21.0	20.0	15.0	21.0
ENSG00000127526	SLC35E1	48.0	27.0	47.0	56.0	59.0	39.0
ENSG00000127527	EPS15L1	30.0	20.0	30.0	26.0	20.0	27.0
ENSG00000127528	KLF2	12.0	12.0	6.0	0.1	0.3	89.0
ENSG00000127533	F2RL3	5.0	3.0	0.2		0.5	
ENSG00000127540	UQCR11	56.0	48.0	72.0	73.0	55.0	65.0
ENSG00000127554	GFER	37.0	15.0	36.0	30.0	37.0	35.0
ENSG00000127561	SYNGR3	14.0	9.0	16.0	34.0	24.0	0.6
ENSG00000127564	PKMYT1	40.0	47.0	39.0	45.0	44.0	40.0
ENSG00000127578	WFIKKN1	0.1	0.2	0.2	0.6	0.6	0.4
ENSG00000127580	WDR24	19.0	13.0	17.0	17.0	10.0	14.0
ENSG00000127585	FBXL16	8.0	4.0	4.0	0.4	18.0	2.0
ENSG00000127586	CHTF18	19.0	20.0	18.0	17.0	8.0	16.0
ENSG00000127588	GNG13	0.3	0.4	0.2	0.5	0.4	0.4
ENSG00000127589	TUBBP1	10.0	12.0	10.0	11.0	6.0	15.0
ENSG00000127603	MACF1	13.0	11.0	4.0	5.0	6.0	20.0
ENSG00000127616	SMARCA4	82.0	182.0	153.0	153.0	113.0	101.0
ENSG00000127663	KDM4B	20.0	23.0	28.0	20.0	36.0	10.0
ENSG00000127666	TICAM1	40.0	71.0	44.0	70.0	65.0	14.0
ENSG00000127720	METTL25	6.0	8.0	5.0	6.0	4.0	8.0
ENSG00000127743	IL17B	0.1	0.2		0.1	0.5	
ENSG00000127774	EMC6	10.0	25.0	14.0	22.0	14.0	6.0
ENSG00000127804	METTL16	21.0	32.0	27.0	33.0	16.0	29.0
ENSG00000127824	TUBA4A	108.0	257.0	160.0	226.0	124.0	1.0
ENSG00000127831	VIL1	0.1					
ENSG00000127837	AAMP	104.0	86.0	112.0	138.0	79.0	152.0
ENSG00000127838	PNKD	18.0	70.0	55.0	111.0	10.0	10.0
ENSG00000127863	TNFRSF19	10.0					22.0
ENSG00000127870	RNF6	64.0	66.0	64.0	66.0	39.0	65.0
ENSG00000127884	ECHS1	165.0	157.0	213.0	214.0	212.0	225.0
ENSG00000127903	ZNF835			0.3	1.0		1.0
ENSG00000127914	AKAP9	13.0	10.0	19.0	12.0	43.0	36.0
ENSG00000127920	GNG11	0.5					0.2
ENSG00000127922	SEM1	22.0	14.0	32.0	13.0	38.0	35.0
ENSG00000127946	HIP1	16.0	3.0	9.0	3.0	62.0	15.0
ENSG00000127947	PTPN12	31.0	17.0	15.0	10.0	12.0	51.0
ENSG00000127948	POR	30.0	29.0	42.0	28.0	22.0	31.0
ENSG00000127951	FGL2	0.1	2.0	0.2	0.1		0.1
ENSG00000127952	STYXL1	45.0	27.0	92.0	19.0	177.0	63.0
ENSG00000127955	GNAI1	0.1					
ENSG00000127957	PMS2P3	4.0	4.0	4.0	4.0	8.0	8.0
ENSG00000127980	PEX1	12.0	15.0	14.0	11.0	22.0	24.0
ENSG00000127989	MTERF1	13.0	13.0	21.0	12.0	24.0	9.0
ENSG00000127990	SGCE	7.0	4.0	6.0	3.0	4.0	12.0
ENSG00000127993	RBM48	14.0	9.0	10.0	5.0	22.0	23.0
ENSG00000127995	CASD1	25.0	22.0	29.0	22.0	36.0	60.0
ENSG00000128000	ZNF780B	8.0	7.0	6.0	6.0	11.0	4.0
ENSG00000128011	LRFN1	2.0	6.0	4.0	0.6	1.0	13.0
ENSG00000128016	ZFP36	94.0	74.0	46.0	53.0	55.0	78.0
ENSG00000128039	SRD5A3	16.0	29.0	16.0	24.0	3.0	17.0
ENSG00000128040	SPINK2		44.0	6.0	22.0	0.7	0.8
ENSG00000128045	RASL11B	0.1		0.6	0.1	0.2	5.0
ENSG00000128050	PAICS	321.0	307.0	427.0	432.0	315.0	292.0
ENSG00000128059	PPAT	72.0	82.0	111.0	86.0	85.0	89.0
ENSG00000128159	TUBGCP6	17.0	11.0	11.0	13.0	21.0	11.0
ENSG00000128165	ADM2	21.0		8.0		39.0	24.0
ENSG00000128185	DGCR6L	40.0	12.0	43.0	46.0	34.0	65.0
ENSG00000128191	DGCR8	26.0	20.0	25.0	20.0	28.0	27.0
ENSG00000128203	ASPHD2	29.0	4.0	22.0	33.0	35.0	16.0
ENSG00000128218	VPREB3	24.0	412.0	231.0	297.0	255.0	802.0
ENSG00000128228	SDF2L1	164.0	57.0	105.0	147.0	88.0	83.0
ENSG00000128242	GAL3ST1					0.1	
ENSG00000128245	YWHAH	190.0	305.0	242.0	209.0	281.0	227.0
ENSG00000128254	C22orf24	0.4	1.0	0.5	0.3	0.5	0.3
ENSG00000128262	POM121L9P			0.1		0.1	
ENSG00000128266	GNAZ	3.0	54.0	28.0	9.0	34.0	43.0
ENSG00000128268	MGAT3	77.0	24.0	8.0	30.0	78.0	10.0
ENSG00000128271	ADORA2A	3.0	3.0	1.0	2.0	2.0	0.3
ENSG00000128272	ATF4	1001.0	1051.0	730.0	655.0	1739.0	532.0
ENSG00000128274	A4GALT	9.0	38.0	16.0	64.0	86.0	3.0
ENSG00000128276	RFPL3						0.1
ENSG00000128283	CDC42EP1	0.4					
ENSG00000128284	APOL3	22.0	5.0	5.0	13.0	20.0	6.0
ENSG00000128285	MCHR1		0.1				
ENSG00000128294	TPST2	14.0	20.0	16.0	9.0	15.0	5.0
ENSG00000128298	BAIAP2L2	0.3	0.9	0.3	0.5	0.3	0.1
ENSG00000128309	MPST	16.0	56.0	32.0	37.0	20.0	30.0
ENSG00000128310	GALR3		0.1	0.1	0.1	0.1	
ENSG00000128311	TST	9.0	37.0	30.0	31.0	9.0	19.0
ENSG00000128313	APOL5		0.7	0.1		6.0	0.2
ENSG00000128322	IGLL1	0.1	38.0	86.0	0.5	0.1	3265.0
ENSG00000128335	APOL2	37.0	27.0	17.0	14.0	28.0	6.0
ENSG00000128340	RAC2	377.0	349.0	221.0	343.0	139.0	153.0
ENSG00000128346	C22orf23	0.5	0.4	0.8	0.4	3.0	0.6
ENSG00000128383	APOBEC3A	0.1	0.1	0.1	0.4	0.1	0.1
ENSG00000128394	APOBEC3F	43.0	18.0	6.0	14.0	7.0	2.0
ENSG00000128422	KRT17						0.1
ENSG00000128438	TBC1D27P	3.0		0.9	1.0	0.2	7.0
ENSG00000128463	EMC4	43.0	15.0	37.0	31.0	44.0	49.0
ENSG00000128482	RNF112		0.2	0.1			
ENSG00000128487	SPECC1	4.0	4.0	2.0	4.0	0.2	0.4
ENSG00000128510	CPA4	1.0					
ENSG00000128512	DOCK4	11.0	0.2	1.0	2.0	0.6	2.0
ENSG00000128513	POT1	51.0	38.0	37.0	27.0	53.0	55.0
ENSG00000128524	ATP6V1F	161.0	322.0	347.0	236.0	278.0	198.0
ENSG00000128534	LSM8	24.0	37.0	28.0	29.0	73.0	28.0
ENSG00000128536	CDHR3	0.5	1.0	2.0	0.4	3.0	32.0
ENSG00000128563	PRKRIP1	27.0	29.0	38.0	28.0	82.0	45.0
ENSG00000128564	VGF	2.0	0.7	0.5	2.0	1.0	1.0
ENSG00000128567	PODXL	1.0	0.1	20.0	50.0	2.0	28.0
ENSG00000128573	FOXP2	0.7					2.0
ENSG00000128578	STRIP2	4.0	4.0	5.0	3.0	3.0	6.0
ENSG00000128581	IFT22	9.0	5.0	22.0	11.0	13.0	21.0
ENSG00000128585	MKLN1	22.0	17.0	30.0	23.0	31.0	28.0
ENSG00000128590	DNAJB9	77.0	30.0	44.0	30.0	115.0	41.0
ENSG00000128591	FLNC					0.1	0.1
ENSG00000128594	LRRC4	0.1	0.1		0.1	0.1	0.1
ENSG00000128595	CALU	144.0	112.0	198.0	117.0	200.0	167.0
ENSG00000128596	CCDC136	2.0	3.0	5.0	2.0	9.0	5.0
ENSG00000128602	SMO	2.0	0.2	2.0		2.0	1.0
ENSG00000128604	IRF5	53.0	26.0	8.0	13.0	12.0	8.0
ENSG00000128606	LRRC17	0.2		0.1	0.1	0.1	0.1
ENSG00000128607	KLHDC10	21.0	22.0	41.0	29.0	68.0	37.0
ENSG00000128609	NDUFA5	26.0	24.0	50.0	30.0	45.0	40.0
ENSG00000128617	OPN1SW	4.0	4.0	10.0	7.0	5.0	10.0
ENSG00000128626	MRPS12	83.0	74.0	98.0	93.0	74.0	75.0
ENSG00000128641	MYO1B	0.1					
ENSG00000128654	MTX2	96.0	96.0	86.0	80.0	83.0	68.0
ENSG00000128656	CHN1	0.9	0.1	0.3	0.1	0.2	11.0
ENSG00000128683	GAD1	0.1					
ENSG00000128692	EIF2S2P4	37.0	29.0	28.0	25.0	36.0	34.0
ENSG00000128694	OSGEPL1	13.0	4.0	9.0	5.0	4.0	9.0
ENSG00000128699	ORMDL1	49.0	40.0	55.0	60.0	63.0	30.0
ENSG00000128708	HAT1	59.0	68.0	64.0	54.0	63.0	70.0
ENSG00000128709	HOXD9	1.0					
ENSG00000128731	HERC2	14.0	10.0	18.0	17.0	23.0	15.0
ENSG00000128739	SNRPN	22.0		30.0	18.0	27.0	10.0
ENSG00000128789	PSMG2	91.0	90.0	75.0	87.0	98.0	94.0
ENSG00000128791	TWSG1	148.0	14.0	20.0	26.0	17.0	24.0
ENSG00000128805	ARHGAP22	0.1	0.1				
ENSG00000128815	WDFY4	62.0	88.0	100.0	122.0	30.0	72.0
ENSG00000128829	EIF2AK4	22.0	14.0	21.0	5.0	35.0	29.0
ENSG00000128833	MYO5C	0.5	2.0	0.4	0.3	4.0	0.2
ENSG00000128849	CGNL1	0.1		0.2	0.1		
ENSG00000128872	TMOD2	4.0	7.0	10.0	23.0	0.7	0.1
ENSG00000128881	TTBK2	7.0	5.0	9.0	8.0	10.0	11.0
ENSG00000128886	ELL3	0.6	4.0	4.0	7.0	13.0	1.0
ENSG00000128891	CCDC32	6.0	2.0	6.0	4.0	9.0	3.0
ENSG00000128908	INO80	49.0	22.0	40.0	39.0	53.0	45.0
ENSG00000128915	ICE2	24.0	19.0	20.0	19.0	32.0	30.0
ENSG00000128917	DLL4	0.1				0.1	0.6
ENSG00000128918	ALDH1A2	0.6					
ENSG00000128923	MINDY2	9.0	19.0	14.0	9.0	21.0	16.0
ENSG00000128928	IVD	39.0	14.0	32.0	22.0	30.0	36.0
ENSG00000128944	KNSTRN	54.0	37.0	68.0	63.0	40.0	45.0
ENSG00000128951	DUT	215.0	285.0	233.0	267.0	229.0	264.0
ENSG00000128965	CHAC1	182.0	46.0	50.0	46.0	168.0	19.0
ENSG00000128973	CLN6	21.0	20.0	14.0	21.0	28.0	17.0
ENSG00000128989	ARPP19	147.0	149.0	159.0	159.0	148.0	150.0
ENSG00000129003	VPS13C	31.0	31.0	24.0	28.0	27.0	21.0
ENSG00000129007	CALML4	0.2	0.1	0.1	0.2	0.2	0.1
ENSG00000129009	ISLR	0.1					
ENSG00000129028	THAP10	5.0	0.2				
ENSG00000129048	ACKR4	0.3	0.8	5.0	11.0	5.0	0.1
ENSG00000129055	ANAPC13	63.0	54.0	83.0	75.0	86.0	52.0
ENSG00000129071	MBD4	65.0	76.0	80.0	57.0	220.0	64.0
ENSG00000129083	COPB1	190.0	137.0	153.0	124.0	168.0	238.0
ENSG00000129084	PSMA1	75.0	44.0	58.0	42.0	52.0	112.0
ENSG00000129103	SUMF2	84.0	55.0	83.0	80.0	46.0	102.0
ENSG00000129116	PALLD	7.0	21.0	9.0	35.0	1.0	0.4
ENSG00000129128	SPCS3	250.0	182.0	193.0	189.0	304.0	230.0
ENSG00000129151	BBOX1	8.0	0.1				
ENSG00000129152	MYOD1	0.1					
ENSG00000129158	SERGEF	11.0	6.0	12.0	12.0	10.0	20.0
ENSG00000129159	KCNC1		0.1				
ENSG00000129167	TPH1	0.3	0.3	0.2	0.3	0.2	0.3
ENSG00000129170	CSRP3	0.1		0.1			
ENSG00000129173	E2F8	38.0	60.0	45.0	46.0	68.0	154.0
ENSG00000129187	DCTD	113.0	2.0	65.0	68.0	51.0	125.0
ENSG00000129194	SOX15	0.5	0.5	0.9	2.0	0.8	0.4
ENSG00000129195	PIMREG	2.0					
ENSG00000129197	RPAIN	5.0	12.0	9.0	10.0	7.0	8.0
ENSG00000129204	USP6	0.2	0.2	0.1	0.3	0.2	
ENSG00000129214	SHBG	0.1				0.1	
ENSG00000129219	PLD2	4.0	5.0	5.0	5.0	5.0	3.0
ENSG00000129226	CD68		0.1	0.1	0.1		
ENSG00000129235	TXNDC17	16.0	13.0	24.0	42.0	13.0	17.0
ENSG00000129244	ATP1B2		0.3	0.1	0.3		
ENSG00000129245	FXR2	19.0	45.0	32.0	45.0	31.0	26.0
ENSG00000129250	KIF1C	24.0	22.0	32.0	61.0	19.0	14.0
ENSG00000129255	MPDU1	25.0	18.0	28.0	42.0	15.0	16.0
ENSG00000129292	PHF20L1	22.0	18.0	16.0	12.0	20.0	37.0
ENSG00000129295	LRRC6						0.2
ENSG00000129315	CCNT1	67.0	45.0	57.0	45.0	52.0	88.0
ENSG00000129317	PUS7L	27.0	26.0	26.0	30.0	21.0	29.0
ENSG00000129347	KRI1	42.0	25.0	49.0	33.0	37.0	92.0
ENSG00000129351	ILF3	204.0	189.0	215.0	205.0	230.0	231.0
ENSG00000129353	SLC44A2	127.0	168.0	133.0	120.0	195.0	121.0
ENSG00000129354	AP1M2	0.1	0.7		0.1	0.1	
ENSG00000129355	CDKN2D	10.0	35.0	20.0	23.0	89.0	93.0
ENSG00000129422	MTUS1	8.0	3.0	2.0		0.1	
ENSG00000129437	KLK14	0.4	0.6	0.4	0.6	0.4	1.0
ENSG00000129450	SIGLEC9	0.1					
ENSG00000129460	NGDN	29.0	17.0	30.0	24.0	47.0	38.0
ENSG00000129465	RIPK3	2.0	2.0	3.0	3.0	4.0	3.0
ENSG00000129467	ADCY4		0.1			0.1	
ENSG00000129472	RAB2B	19.0	15.0	26.0	25.0	29.0	31.0
ENSG00000129473	BCL2L2	7.0	10.0	3.0	10.0	12.0	5.0
ENSG00000129474	AJUBA	0.7	1.0	0.3	0.5	0.1	0.9
ENSG00000129480	DTD2	33.0	48.0	53.0	48.0	44.0	41.0
ENSG00000129484	PARP2	40.0	22.0	32.0	34.0	34.0	45.0
ENSG00000129493	HEATR5A	4.0	4.0	5.0	9.0	3.0	5.0
ENSG00000129514	FOXA1	6.0					
ENSG00000129515	SNX6	73.0	76.0	56.0	80.0	70.0	77.0
ENSG00000129518	EAPP	58.0	46.0	30.0	45.0	105.0	84.0
ENSG00000129521	EGLN3	1.0	0.1			0.6	2.0
ENSG00000129534	MIS18BP1	56.0	79.0	49.0	59.0	70.0	138.0
ENSG00000129535	NRL	2.0	4.0	3.0	2.0	12.0	2.0
ENSG00000129559	NEDD8	41.0	37.0	48.0	41.0	43.0	47.0
ENSG00000129562	DAD1	457.0	214.0	345.0	258.0	477.0	297.0
ENSG00000129566	TEP1	15.0	8.0	7.0	8.0	11.0	16.0
ENSG00000129595	EPB41L4A	0.3	0.2	0.8	0.1	0.1	0.1
ENSG00000129625	REEP5	72.0	44.0	46.0	62.0	115.0	45.0
ENSG00000129636	ITFG1	22.0	18.0	22.0	15.0	25.0	18.0
ENSG00000129646	QRICH2	0.3	2.0	1.0	0.5	8.0	0.4
ENSG00000129657	SEC14L1	71.0	260.0	56.0	74.0	226.0	35.0
ENSG00000129667	RHBDF2	24.0	33.0	45.0	23.0	42.0	17.0
ENSG00000129673	AANAT	0.9	1.0	2.0	0.6	0.9	0.1
ENSG00000129675	ARHGEF6	36.0	27.0	104.0	60.0	158.0	132.0
ENSG00000129680	MAP7D3	21.0	13.0	5.0	20.0	21.0	59.0
ENSG00000129691	ASH2L	39.0	56.0	45.0	34.0	55.0	71.0
ENSG00000129696	TTI2	19.0	23.0	10.0	9.0	24.0	20.0
ENSG00000129749	CHRNA10	0.4	1.0	0.7	1.0	1.0	1.0
ENSG00000129757	CDKN1C	0.5		3.0		0.4	0.2
ENSG00000129810	SGO1	18.0	37.0	32.0	24.0	35.0	52.0
ENSG00000129824	RPS4Y1		558.0	98.0	379.0		
ENSG00000129910	CDH15	0.1	0.3	0.3	0.1	0.1	0.1
ENSG00000129911	KLF16	45.0	61.0	98.0	81.0	48.0	65.0
ENSG00000129925	PGAP6	32.0	22.0	28.0	21.0	23.0	26.0
ENSG00000129932	DOHH	38.0	21.0	38.0	33.0	37.0	45.0
ENSG00000129933	MAU2	18.0	17.0	23.0	18.0	25.0	31.0
ENSG00000129946	SHC2		0.1	0.1			
ENSG00000129951	PLPPR3	0.1	0.1		0.1	0.1	
ENSG00000129968	ABHD17A	23.0	17.0	17.0	13.0	15.0	15.0
ENSG00000129988	LBP	0.1	0.7	0.3			
ENSG00000129990	SYT5	0.7	1.0	1.0	1.0	0.1	0.2
ENSG00000129991	TNNI3		0.2	1.0	0.4		
ENSG00000129993	CBFA2T3	9.0	26.0	64.0	0.4	46.0	63.0
ENSG00000130005	GAMT	40.0	19.0	51.0	33.0	22.0	57.0
ENSG00000130021	PUDP	65.0	39.0	51.0	33.0	48.0	30.0
ENSG00000130023	ERMARD	20.0	7.0	11.0	10.0	11.0	12.0
ENSG00000130024	PHF10	39.0	80.0	79.0	48.0	129.0	139.0
ENSG00000130035	GALNT8		0.2	0.1	0.1	0.3	0.2
ENSG00000130038	CRACR2A	6.0	5.0	11.0	14.0	7.0	13.0
ENSG00000130052	STARD8	0.1	0.3				
ENSG00000130054	FAM155B	0.1				0.7	
ENSG00000130055	GDPD2	0.1	0.1				
ENSG00000130066	SAT1	40.0	274.0	85.0	117.0	54.0	49.0
ENSG00000130119	GNL3L	102.0	72.0	101.0	81.0	121.0	182.0
ENSG00000130150	MOSPD2	13.0	25.0	12.0	15.0	17.0	28.0
ENSG00000130158	DOCK6	8.0	0.5	14.0	4.0	5.0	0.4
ENSG00000130159	ECSIT	84.0	102.0	71.0	96.0	37.0	37.0
ENSG00000130164	LDLR	45.0	83.0	50.0	71.0	16.0	7.0
ENSG00000130165	ELOF1	37.0	41.0	36.0	34.0	39.0	30.0
ENSG00000130167	TSPAN16					0.1	
ENSG00000130173	ANGPTL8	0.2		0.1		0.1	0.2
ENSG00000130175	PRKCSH	159.0	168.0	162.0	188.0	136.0	160.0
